Question ID,Model,one,two,tree
73235410,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,HIGH,HIGH
73235410,gpt-3.5-turbo,HIGH,HIGH,HIGH
74234235,meta-llama/Llama-2-7b-chat-hf,HIGH,MEDIUM,VERY LOW
74234235,gpt-3.5-turbo,VERY HIGH,VERY LOW,HIGH
74471297,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,LOW,MEDIUM
74471297,gpt-3.5-turbo,VERY HIGH,VERY HIGH,VERY HIGH
73616926,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,LOW
73616926,gpt-3.5-turbo,VERY HIGH,HIGH,VERY HIGH
73574161,meta-llama/Llama-2-7b-chat-hf,VERY LOW,LOW,VERY LOW
73574161,gpt-3.5-turbo,LOW,LOW,MEDIUM
74598647,meta-llama/Llama-2-7b-chat-hf,VERY LOW,VERY LOW,LOW
74598647,gpt-3.5-turbo,LOW,MEDIUM,VERY LOW
74433987,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,MEDIUM,LOW
74433987,gpt-3.5-turbo,HIGH,LOW,MEDIUM
73315006,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,MEDIUM
73315006,gpt-3.5-turbo,VERY HIGH,MEDIUM,MEDIUM
74026877,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY HIGH,MEDIUM
74026877,gpt-3.5-turbo,MEDIUM,MEDIUM,MEDIUM
73185851,meta-llama/Llama-2-7b-chat-hf,HIGH,VERY HIGH,HIGH
73185851,gpt-3.5-turbo,MEDIUM,MEDIUM,HIGH
74328779,meta-llama/Llama-2-7b-chat-hf,HIGH,MEDIUM,HIGH
74328779,gpt-3.5-turbo,VERY HIGH,HIGH,HIGH
72969739,meta-llama/Llama-2-7b-chat-hf,MEDIUM,HIGH,HIGH
72969739,gpt-3.5-turbo,LOW,MEDIUM,HIGH
74472565,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,VERY HIGH
74472565,gpt-3.5-turbo,VERY HIGH,VERY HIGH,MEDIUM
74575521,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY LOW,HIGH
74575521,gpt-3.5-turbo,MEDIUM,HIGH,HIGH
73102008,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,HIGH
73102008,gpt-3.5-turbo,VERY HIGH,MEDIUM,LOW
73268456,meta-llama/Llama-2-7b-chat-hf,HIGH,MEDIUM,MEDIUM
73268456,gpt-3.5-turbo,LOW,VERY HIGH,LOW
74591135,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,LOW
74591135,gpt-3.5-turbo,VERY HIGH,LOW,VERY HIGH
74199920,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,VERY HIGH,MEDIUM
74199920,gpt-3.5-turbo,HIGH,HIGH,HIGH
74350679,meta-llama/Llama-2-7b-chat-hf,HIGH,LOW,HIGH
74350679,gpt-3.5-turbo,VERY HIGH,VERY HIGH,VERY HIGH
73957101,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,MEDIUM
73957101,gpt-3.5-turbo,VERY LOW,MEDIUM,MEDIUM
73987353,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,LOW
73987353,gpt-3.5-turbo,MEDIUM,LOW,VERY HIGH
74412442,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,LOW
74412442,gpt-3.5-turbo,MEDIUM,HIGH,MEDIUM
73690166,meta-llama/Llama-2-7b-chat-hf,MEDIUM,HIGH,MEDIUM
73690166,gpt-3.5-turbo,MEDIUM,HIGH,MEDIUM
73810279,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,LOW
73810279,gpt-3.5-turbo,LOW,low,VERY LOW
73389055,meta-llama/Llama-2-7b-chat-hf,HIGH,MEDIUM,HIGH
73389055,gpt-3.5-turbo,VERY HIGH,HIGH,MEDIUM
74371499,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,MEDIUM,VERY HIGH
74371499,gpt-3.5-turbo,LOW,VERY HIGH,MEDIUM
74086321,meta-llama/Llama-2-7b-chat-hf,VERY LOW,LOW,LOW
74086321,gpt-3.5-turbo,VERY LOW,LOW,LOW
74381155,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,LOW
74381155,gpt-3.5-turbo,HIGH,MEDIUM,VERY HIGH
73270959,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,MEDIUM
73270959,gpt-3.5-turbo,LOW,MEDIUM,MEDIUM
73442986,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,LOW
73442986,gpt-3.5-turbo,MEDIUM,MEDIUM,VERY HIGH
73398477,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,LOW
73398477,gpt-3.5-turbo,VERY HIGH,HIGH,HIGH
73717005,meta-llama/Llama-2-7b-chat-hf,MEDIUM,LOW,HIGH
73717005,gpt-3.5-turbo,LOW,VERY HIGH,LOW
73467227,meta-llama/Llama-2-7b-chat-hf,HIGH,LOW,MEDIUM
73467227,gpt-3.5-turbo,VERY HIGH,MEDIUM,MEDIUM
73585351,meta-llama/Llama-2-7b-chat-hf,VERY LOW,VERY HIGH,LOW
73585351,gpt-3.5-turbo,HIGH,HIGH,HIGH
73879329,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,VERY LOW
73879329,gpt-3.5-turbo,MEDIUM,LOW,MEDIUM
73025557,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,LOW,MEDIUM
73025557,gpt-3.5-turbo,MEDIUM,MEDIUM,MEDIUM
74083779,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,MEDIUM
74083779,gpt-3.5-turbo,MEDIUM,MEDIUM,MEDIUM
74512385,meta-llama/Llama-2-7b-chat-hf,LOW,MEDIUM,MEDIUM
74512385,gpt-3.5-turbo,HIGH,MEDIUM,VERY HIGH
73537413,meta-llama/Llama-2-7b-chat-hf,HIGH,MEDIUM,MEDIUM
73537413,gpt-3.5-turbo,MEDIUM,MEDIUM,HIGH
73151371,meta-llama/Llama-2-7b-chat-hf,MEDIUM,HIGH,MEDIUM
73151371,gpt-3.5-turbo,VERY HIGH,VERY HIGH,VERY HIGH
74509701,meta-llama/Llama-2-7b-chat-hf,MEDIUM,MEDIUM,HIGH
74509701,gpt-3.5-turbo,HIGH,VERY HIGH,VERY HIGH
73709225,meta-llama/Llama-2-7b-chat-hf,HIGH,MEDIUM,VERY LOW
73709225,gpt-3.5-turbo,LOW,VERY HIGH,MEDIUM
73660116,meta-llama/Llama-2-7b-chat-hf,VERY HIGH,VERY HIGH,VERY HIGH
73660116,gpt-3.5-turbo,MEDIUM,HIGH,HIGH
74440532,meta-llama/Llama-2-7b-chat-hf,MEDIUM,VERY HIGH,VERY HIGH
74440532,gpt-3.5-turbo,VERY HIGH,VERY HIGH,VERY HIGH
74587419,meta-llama/Llama-2-7b-chat-hf,LOW,LOW,LOW
74587419,gpt-3.5-turbo,HIGH,HIGH,LOW
74187884,meta-llama/Llama-2-7b-chat-hf,HIGH,MEDIUM,LOW
74187884,gpt-3.5-turbo,LOW,LOW,VERY HIGH
72935457,gpt-3.5-turbo,VERY HIGH,MEDIUM,HIGH
72935457,meta-llama/Llama-2-7b-chat-hf,LOW,HIGH,MEDIUM
74587470,gpt-3.5-turbo,MEDIUM,VERY HIGH,MEDIUM
74587470,meta-llama/Llama-2-7b-chat-hf,MEDIUM,LOW,MEDIUM
73541768,gpt-3.5-turbo,MEDIUM,VERY_HIGH,HIGH
74002035,gpt-3.5-turbo,HIGH,MEDIUM,VERY HIGH
74002035,meta-llama/Llama-2-7b-chat-hf,MEDIUM,LOW,MEDIUM
74343850,meta-llama/Llama-2-7b-chat-hf,MEDIUM,HIGH,VERY LOW
74343850,gpt-3.5-turbo,MEDIUM,VERY HIGH,VERY HIGH
74118094,meta-llama/Llama-2-7b-chat-hf,MEDIUM,LOW,HIGH
74118094,gpt-3.5-turbo,LOW,HIGH,MEDIUM
73591819,meta-llama/Llama-2-7b-chat-hf,HIGH,LOW,LOW
73591819,gpt-3.5-turbo,MEDIUM,MEDIUM,VERY HIGH
73651301,meta-llama/Llama-2-7b-chat-hf,MEDIUM,HIGH,HIGH
73651301,gpt-3.5-turbo,MEDIUM,MEDIUM,MEDIUM
73017844,meta-llama/Llama-2-7b-chat-hf,LOW,VERY HIGH,MEDIUM
73017844,gpt-3.5-turbo,MEDIUM,MEDIUM,MEDIUM
72863142,meta-llama/Llama-2-7b-chat-hf,LOW,VERY LOW,MEDIUM
72863142,gpt-3.5-turbo,MEDIUM,LOW,MEDIUM
